Nombre del juego,Año de lanzamiento,Ventas en Norteamérica (millones),Ventas en Europa (millones),Ventas en Japón (millones),Ventas en Otros (millones),Plataforma,Género,Publisher,output,timestamp
Tetris,1989,23.2,2.26,4.22,0.58,GB,Puzzle,Nintendo,,2025-05-18 10:43:49.196235
